_id,report_date,previous_day_total_doses_administered,previous_day_at_least_one,previous_day_fully_vaccinated,previous_day_3doses,total_doses_administered,total_individuals_at_least_one,total_individuals_partially_vaccinated,total_doses_in_fully_vaccinated_individuals,total_individuals_fully_vaccinated,total_individuals_3doses
315,2021-11-11T00:00:00,28818,4326,9122,,23399611,11732888,439942,22585892,11292946,
316,2021-11-12T00:00:00,26821,4179,8285,,23426432,11736776,435822,22601908,11300954,
317,2021-11-13T00:00:00,34372,5094,11437,,23460804,11741564,429470,22624188,11312094,
318,2021-11-14T00:00:00,23262,3904,8632,,23484066,11745205,424735,22640940,11320470,
319,2021-11-15T00:00:00,12732,2196,4506,,23496798,11747141,422417,22649448,11324724,
320,2021-11-16T00:00:00,26243,3944,7519,,23523041,11750829,418838,22663982,11331991,
321,2021-11-17T00:00:00,31222,4057,7847,,23554263,11754604,415038,22679132,11339566,
322,2021-11-18T00:00:00,32563,3874,7555,,23586826,11758171,411343,22693656,11346828,
323,2021-11-19T00:00:00,35523,3873,7773,,23622349,11761743,407431,22708624,11354312,
324,2021-11-20T00:00:00,40159,4393,8836,,23662508,11765854,402979,22725750,11362875,
325,2021-11-21T00:00:00,28167,3448,6970,,23690675,11769040,399443,22739194,11369597,
326,2021-11-22T00:00:00,14927,1954,3907,,23705602,11770717,397484,22746466,11373233,
327,2021-11-23T00:00:00,33119,3291,6039,,23738721,11773728,394728,22758000,11379000,
328,2021-11-24T00:00:00,42731,3776,6835,,23781452,11777199,391658,22771082,11385541,
329,2021-11-25T00:00:00,46113,3947,6611,,23827565,11780871,388991,22783760,11391880,
330,2021-11-26T00:00:00,52922,11362,6640,,23880487,11791962,393706,22796512,11398256,
331,2021-11-27T00:00:00,63590,22372,7064,,23944077,11814053,409004,22810098,11405049,
332,2021-11-28T00:00:00,51504,27753,5341,,23995581,11841514,431404,22820220,11410110,
333,2021-11-29T00:00:00,33545,18935,2893,,24029126,11860188,447435,22825506,11412753,
334,2021-11-30T00:00:00,56110,20703,5165,,24085236,11880610,462963,22835294,11417647,
335,2021-12-01T00:00:00,69597,26255,5663,,24154833,11906559,483541,22846036,11423018,
336,2021-12-02T00:00:00,71693,26500,5061,,24226526,11932761,504967,22855588,11427794,
337,2021-12-03T00:00:00,73499,25115,5199,,24300025,11957580,524877,22865406,11432703,
338,2021-12-04T00:00:00,81244,27804,6110,47309,24381269,11985090,546562,,11438528,808379
339,2021-12-05T00:00:00,62682,31942,4434,26283,24443951,12016737,574062,,11442675,834558
340,2021-12-06T00:00:00,38648,19151,2720,16760,24482599,12035598,590486,,11445112,851240
341,2021-12-07T00:00:00,60345,14858,4509,40960,24542944,12050184,600825,,11449359,892126
342,2021-12-08T00:00:00,73517,19066,4701,49742,24616461,12068973,615180,,11453793,941790
343,2021-12-09T00:00:00,74560,18288,4366,51887,24691021,12086952,629094,,11457858,993592
344,2021-12-10T00:00:00,77590,17596,4688,55292,24768611,12104267,641997,,11462270,1048803
345,2021-12-11T00:00:00,83282,20419,5877,56969,24851893,12124397,656525,,11467872,1105686
346,2021-12-12T00:00:00,60808,22705,4180,33880,24912701,12146822,675044,,11471778,1139477
347,2021-12-13T00:00:00,34970,11604,2426,20917,24947671,12158129,684212,,11473917,1160299
348,2021-12-14T00:00:00,102059,9014,3891,89104,25049730,12166832,689320,,11477512,1249283
349,2021-12-15T00:00:00,127755,12441,4527,110746,25177485,12178969,697224,,11481745,1359929
350,2021-12-16T00:00:00,139457,12480,4278,122676,25316942,12191163,705416,,11485747,1482506
351,2021-12-17T00:00:00,159258,12411,4548,142273,25476200,12203299,713270,,11490029,1624682
352,2021-12-18T00:00:00,175663,13533,4951,157135,25651863,12216538,721840,,11494698,1781722
353,2021-12-19T00:00:00,140488,18165,3950,118334,25792351,12234402,736047,,11498355,1899945
354,2021-12-20T00:00:00,106864,10312,2752,93749,25899215,12244446,743597,,11500849,1993596
355,2021-12-21T00:00:00,215483,12969,4343,198144,26114698,12257099,752216,,11504883,2191619
356,2021-12-22T00:00:00,237362,14438,5222,217811,26352060,12271237,761418,,11509819,2409312
357,2021-12-23T00:00:00,257872,11741,5114,240911,26609932,12282671,768039,,11514632,2650117
358,2021-12-24T00:00:00,223719,9471,4605,209573,26833651,12291844,772901,,11518943,2859573
359,2021-12-25T00:00:00,89783,3898,2529,83366,26923434,12295467,774265,,11521202,2942832
360,2021-12-26T00:00:00,11913,391,366,11144,26935347,12295566,774282,,11521284,2953846
361,2021-12-27T00:00:00,46976,1493,1127,44324,26982323,12296814,774641,,11522173,2998050
362,2021-12-28T00:00:00,144857,6106,4034,134651,27127180,12302626,776702,,11525924,3132570
363,2021-12-29T00:00:00,175535,9383,4602,161477,27302715,12311713,781479,,11530234,3293919
364,2021-12-30T00:00:00,200150,10144,5375,184581,27502865,12321554,786233,,11535321,3478366
365,2021-12-31T00:00:00,195297,10019,5827,179195,27698162,12331284,790416,,11540868,3657435
366,2022-01-01T00:00:00,97005,5393,3898,87385,27795167,12336367,791903,,11544464,3744671
367,2022-01-02T00:00:00,19472,947,940,17452,27814639,12337023,791901,,11545122,3761977
368,2022-01-03T00:00:00,88284,4774,4600,78827,27902923,12341487,792067,,11549420,3840651
369,2022-01-04T00:00:00,146461,6025,5338,135053,28049384,12347184,792741,,11554443,3975548
370,2022-01-05T00:00:00,177621,7672,7326,162448,28227005,12354502,793076,,11561426,4137836
371,2022-01-06T00:00:00,191650,7236,6809,177068,28418655,12361419,793492,,11567927,4314749
372,2022-01-07T00:00:00,191414,7993,7035,175563,28610069,12369068,794438,,11574630,4490139
373,2022-01-08T00:00:00,181800,8660,6678,165272,28791869,12377396,796407,,11580989,4655255
374,2022-01-09T00:00:00,131168,9883,7211,113980,28923037,12386957,799074,,11587883,4769075
375,2022-01-10T00:00:00,90603,5113,4495,80861,29013640,12391747,799682,,11592065,4849783
376,2022-01-11T00:00:00,139014,6189,6621,125496,29152654,12397589,799237,,11598352,4975089
377,2022-01-12T00:00:00,157145,8189,8084,138745,29309799,12405449,799337,,11606112,5113666
378,2022-01-13T00:00:00,162776,9228,9235,141594,29472575,12414315,799316,,11614999,5255077
379,2022-01-14T00:00:00,159994,10775,10409,136113,29632569,12424728,799677,,11625051,5390992
380,2022-01-15T00:00:00,161297,11027,11696,135940,29793866,12435383,798997,,11636386,5526739
381,2022-01-16T00:00:00,109859,9308,9707,89482,29903725,12444329,798591,,11645738,5616003
382,2022-01-17T00:00:00,65829,5951,6577,52655,29969554,12449944,797955,,11651989,5668473
383,2022-01-18T00:00:00,36221,2038,2162,31196,30005775,12451626,797820,,11653806,5699473
384,2022-01-19T00:00:00,101405,5611,6744,85988,30107180,12456837,796669,,11660168,5785234
385,2022-01-20T00:00:00,103700,6348,7027,85786,30210880,12462801,795982,,11666819,5870797
386,2022-01-21T00:00:00,102204,6255,8079,82552,30313084,12468652,794144,,11674508,5953121
387,2022-01-22T00:00:00,102670,8740,12094,78159,30415754,12477003,790783,,11686220,6031052
388,2022-01-23T00:00:00,76773,7329,14013,54831,30492527,12483989,784092,,11699897,6085661
389,2022-01-24T00:00:00,42302,3201,7947,30761,30534829,12486826,779328,,11707498,6116215
390,2022-01-25T00:00:00,62650,3776,8395,48153,30597479,12490219,774694,,11715525,6164147
391,2022-01-26T00:00:00,77959,4943,13186,55719,30675438,12494785,766446,,11728339,6219624
392,2022-01-27T00:00:00,78133,4904,13266,56076,30753571,12499317,758074,,11741243,6275463
393,2022-01-28T00:00:00,77359,4699,13695,53918,30830930,12503658,749065,,11754593,6329162
394,2022-01-29T00:00:00,84904,5543,17741,58149,30915834,12508837,736860,,11771977,6387066
395,2022-01-30T00:00:00,66567,5047,20650,40172,30982401,12513543,721243,,11792300,6427014
396,2022-01-31T00:00:00,34789,2182,9907,22360,31017190,12515405,713509,,11801896,6449184
397,2022-02-01T00:00:00,51406,3286,9673,36554,31068596,12518338,707112,,11811226,6485513
398,2022-02-02T00:00:00,57787,3868,12423,38701,31126383,12521874,698542,,11823332,6524013
399,2022-02-03T00:00:00,52634,3622,11524,34323,31179017,12525117,690628,,11834489,6558084
400,2022-02-04T00:00:00,43167,2966,10588,27306,31222184,12527771,682996,,11844775,6585195
401,2022-02-05T00:00:00,58790,3761,14497,37584,31280974,12531200,672248,,11858952,6622566
402,2022-02-06T00:00:00,49921,3655,16128,29602,31330895,12534532,659770,,11874762,6651944
403,2022-02-07T00:00:00,23271,1700,7825,13453,31354166,12535906,653632,,11882274,6665173
404,2022-02-08T00:00:00,33471,2378,7271,21992,31387637,12537954,648732,,11889222,6686932
405,2022-02-09T00:00:00,38950,2805,8935,24428,31426587,12540400,642596,,11897804,6711108
406,2022-02-10T00:00:00,37599,2779,8853,22573,31464186,12542842,636518,,11906324,6733450
407,2022-02-11T00:00:00,39497,2732,10310,23019,31503683,12545226,628930,,11916296,6756230
408,2022-02-12T00:00:00,42115,2971,11475,25345,31545798,12547863,620415,,11927448,6781351
409,2022-02-13T00:00:00,36375,2816,13158,19954,31582173,12550392,610070,,11940322,6801107
410,2022-02-14T00:00:00,17007,1180,6131,9484,31599180,12551296,605111,,11946185,6810390
411,2022-02-15T00:00:00,19417,1399,4771,11895,31618597,12552371,601729,,11950642,6822058
412,2022-02-16T00:00:00,26087,1780,7756,14969,31644684,12553854,595749,,11958105,6836826
413,2022-02-17T00:00:00,26816,1694,7546,14995,31671500,12555193,589888,,11965305,6851566
414,2022-02-18T00:00:00,24000,1360,6629,13701,31695500,12556235,584607,,11971628,6865058
415,2022-02-19T00:00:00,37883,1912,8350,26072,31733383,12557814,578164,,11979650,6890887
416,2022-02-20T00:00:00,32620,1505,7978,22820,31766003,12559018,571683,,11987335,6913502
417,2022-02-21T00:00:00,17519,916,3682,12766,31783522,12559637,568908,,11990729,6926055
418,2022-02-22T00:00:00,9143,441,1563,6966,31792665,12559788,567781,,11992007,6932810
419,2022-02-23T00:00:00,25395,1338,4818,17308,31818060,12560816,564294,,11996522,6949882
420,2022-02-24T00:00:00,24604,1408,5243,15489,31842664,12561901,560454,,12001447,6965128
421,2022-02-25T00:00:00,23142,1400,5147,14522,31865806,12563007,556700,,12006307,6979424
422,2022-02-26T00:00:00,25275,1393,5922,16571,31891081,12564090,552164,,12011926,6995769
423,2022-02-27T00:00:00,26984,1374,7382,17710,31918065,12565195,546145,,12019050,7013284
424,2022-02-28T00:00:00,10134,595,2531,6746,31928199,12565536,544201,,12021335,7019847
425,2022-03-01T00:00:00,13236,959,3165,8175,31941435,12566189,541985,,12024204,7027804
426,2022-03-02T00:00:00,15444,1170,3587,9629,31956879,12567096,539561,,12027535,7037254
427,2022-03-03T00:00:00,14327,1086,3235,8695,31971206,12567870,537404,,12030466,7045718
428,2022-03-04T00:00:00,14514,995,3458,8331,31985720,12568544,534937,,12033607,7053796
429,2022-03-05T00:00:00,18565,1280,5009,11200,32004285,12569514,531197,,12038317,7064772
430,2022-03-06T00:00:00,16546,1094,5532,9614,32020831,12570326,526753,,12043573,7074178
431,2022-03-07T00:00:00,5961,472,1858,3513,32026792,12570513,525360,,12045153,7077474
432,2022-03-08T00:00:00,7385,704,1949,4162,32034177,12570938,524107,,12046831,7081437
433,2022-03-09T00:00:00,11208,916,2747,6417,32045385,12571578,522270,,12049308,7087652
434,2022-03-10T00:00:00,12794,1046,3269,6848,32058179,12572347,520040,,12052307,7094287
435,2022-03-11T00:00:00,12925,916,3423,6877,32071104,12572974,517525,,12055449,7100948
436,2022-03-12T00:00:00,14725,1054,4207,8314,32085829,12573756,514369,,12059387,7109058
437,2022-03-13T00:00:00,14789,1094,5011,8350,32100618,12574558,510447,,12064111,7117171
438,2022-03-14T00:00:00,6343,452,2233,3501,32106961,12574738,508663,,12066075,7120458
439,2022-03-15T00:00:00,10228,798,2638,5982,32117189,12575245,506811,,12068434,7126225
440,2022-03-16T00:00:00,13097,943,3676,6962,32130286,12575898,504075,,12071823,7132956
441,2022-03-17T00:00:00,13227,1054,3973,6767,32143513,12576664,501149,,12075515,7139503
442,2022-03-18T00:00:00,11933,919,3156,6440,32155446,12577280,498902,,12078378,7145719
443,2022-03-19T00:00:00,14466,1007,4171,7913,32169912,12578007,495736,,12082271,7153413
444,2022-03-20T00:00:00,11767,994,3965,6379,32181679,12578729,492760,,12085969,7159584
445,2022-03-21T00:00:00,5065,418,1588,2814,32186744,12578888,491586,,12087302,7162195
446,2022-03-22T00:00:00,6742,556,1565,3900,32193486,12579156,490571,,12088585,7165879
447,2022-03-23T00:00:00,10003,791,2314,5205,32203489,12579631,489045,,12090586,7170843
448,2022-03-24T00:00:00,9315,726,2379,4623,32212804,12580093,487383,,12092710,7175262
449,2022-03-25T00:00:00,9256,786,2164,4763,32222060,12580616,485997,,12094619,7179813
450,2022-03-26T00:00:00,10959,940,2844,5514,32233019,12581279,484091,,12097188,7185108
451,2022-03-27T00:00:00,10243,913,3545,5304,32243262,12581932,481455,,12100477,7190201
452,2022-03-28T00:00:00,3595,324,1111,1992,32246857,12582015,480665,,12101350,7191998
453,2022-03-29T00:00:00,5369,502,1225,2695,32252226,12582232,479936,,12102296,7194471
454,2022-03-30T00:00:00,7870,748,1847,4127,32260096,12582700,478832,,12103868,7198372
455,2022-03-31T00:00:00,8680,695,1934,4419,32268776,12583105,477587,,12105518,7202568
456,2022-04-01T00:00:00,9340,805,1925,4898,32278116,12583619,476458,,12107161,7207228
457,2022-04-02T00:00:00,10462,889,2221,5580,32288578,12584222,475114,,12109108,7212592
458,2022-04-03T00:00:00,9226,883,2572,5069,32297804,12584848,473419,,12111429,7217459
459,2022-04-04T00:00:00,4218,388,1009,2410,32302022,12584974,472795,,12112179,7219665
460,2022-04-05T00:00:00,6104,603,1045,3061,32308126,12585236,472347,,12112889,7222450
461,2022-04-06T00:00:00,8411,721,1493,4385,32316537,12585666,471570,,12114096,7226608
462,2022-04-07T00:00:00,10370,736,1693,4840,32326907,12586102,470608,,12115494,7231205
463,2022-04-08T00:00:00,24027,817,1593,4845,32350934,12586641,469826,,12116815,7235834
464,2022-04-09T00:00:00,30523,974,1980,5904,32381457,12587317,468811,,12118506,7241515
465,2022-04-10T00:00:00,24890,978,2401,5340,32406347,12588036,467382,,12120654,7246653
466,2022-04-11T00:00:00,12592,386,881,2435,32418939,12588171,466883,,12121288,7248886
467,2022-04-12T00:00:00,28176,698,1031,3543,32447115,12588566,466543,,12122023,7252197
468,2022-04-13T00:00:00,37813,855,1566,4936,32484928,12589122,465828,,12123294,7256903
469,2022-04-14T00:00:00,37937,765,1629,4918,32522865,12589573,464961,,12124612,7261567
470,2022-04-15T00:00:00,43435,1238,2110,6727,32566300,12590513,464085,,12126428,7268057
471,2022-04-16T00:00:00,8117,359,653,1748,32574417,12590612,463789,,12126823,7269589
472,2022-04-17T00:00:00,21055,873,1933,4323,32595472,12591199,462722,,12128477,7273687
473,2022-04-18T00:00:00,5474,306,468,1295,32600946,12591218,462555,,12128663,7274741
474,2022-04-19T00:00:00,22682,618,781,3102,32623628,12591550,462383,,12129167,7277621
475,2022-04-20T00:00:00,40374,1065,1412,4624,32664002,12592289,462033,,12130256,7281981
476,2022-04-21T00:00:00,38784,948,1606,4686,32702786,12592941,461366,,12131575,7286433
477,2022-04-22T00:00:00,35655,1020,1443,4273,32738441,12593689,460936,,12132753,7290488
478,2022-04-23T00:00:00,34690,1008,1750,4718,32773131,12594413,460191,,12134222,7294967
479,2022-04-24T00:00:00,20854,1020,1911,3780,32793985,12595183,459297,,12135886,7298553
480,2022-04-25T00:00:00,8309,454,692,1709,32802294,12595368,459058,,12136310,7300046
481,2022-04-26T00:00:00,24658,737,958,3156,32826952,12595813,458831,,12136982,7302965
482,2022-04-27T00:00:00,33630,958,1379,3940,32860582,12596493,458402,,12138091,7306687
483,2022-04-28T00:00:00,32869,935,1425,3938,32893451,12597155,457903,,12139252,7310402
484,2022-04-29T00:00:00,32096,1097,1391,3918,32925547,12597954,457602,,12140352,7314091
485,2022-04-30T00:00:00,30319,929,1548,4028,32955866,12598585,456976,,12141609,7317883
486,2022-05-01T00:00:00,16768,772,1585,2970,32972634,12599058,456158,,12142900,7320609
487,2022-05-02T00:00:00,5945,309,528,1100,32978579,12599070,455934,,12143136,7321482
488,2022-05-03T00:00:00,20961,590,845,2349,32999540,12599355,455673,,12143682,7323592
489,2022-05-04T00:00:00,29436,802,1101,3292,33028976,12599846,455369,,12144477,7326634
490,2022-05-05T00:00:00,29121,876,1174,3128,33058097,12600408,455061,,12145347,7329516
491,2022-05-06T00:00:00,29125,1150,1291,2993,33087222,12601269,454915,,12146354,7332282
492,2022-05-07T00:00:00,28517,873,1272,3114,33115739,12601852,454511,,12147341,7335172
493,2022-05-08T00:00:00,16018,896,1312,2329,33131757,12602491,454093,,12148398,7337300
494,2022-05-09T00:00:00,5907,293,480,944,33137664,12602517,453899,,12148618,7338034
495,2022-05-10T00:00:00,21248,699,729,2120,33158912,12602897,453862,,12149035,7339893
496,2022-05-11T00:00:00,28966,838,1090,2658,33187878,12603403,453606,,12149797,7342280
497,2022-05-12T00:00:00,28264,802,1093,2522,33216142,12603908,453311,,12150597,7344561
498,2022-05-13T00:00:00,27620,882,1125,2471,33243762,12604479,453063,,12151416,7346775
499,2022-05-14T00:00:00,25714,807,1105,2613,33269476,12604974,452758,,12152216,7349134
500,2022-05-15T00:00:00,14862,752,1281,2057,33284338,12605454,452222,,12153232,7350972
501,2022-05-16T00:00:00,6391,326,534,1050,33290729,12605542,452010,,12153532,7351835
502,2022-05-17T00:00:00,19621,591,784,1744,33310350,12605817,451810,,12154007,7353330
503,2022-05-18T00:00:00,26564,876,1107,2278,33336914,12606428,451574,,12154854,7355392
504,2022-05-19T00:00:00,24463,686,1166,2163,33361377,12606847,451087,,12155760,7357338
505,2022-05-20T00:00:00,24287,804,1146,2218,33385664,12607380,450741,,12156639,7359336
506,2022-05-21T00:00:00,22426,694,1174,2354,33408090,12607764,450252,,12157512,7361447
507,2022-05-22T00:00:00,10579,551,896,1493,33418669,12608054,449902,,12158152,7362723
508,2022-05-23T00:00:00,4585,242,466,799,33423254,12608036,449676,,12158360,7363313
509,2022-05-24T00:00:00,2642,123,185,446,33425896,12607902,449612,,12158290,7363547
510,2022-05-25T00:00:00,19394,661,958,1959,33445290,12608295,449305,,12158990,7365294
511,2022-05-26T00:00:00,20671,666,955,1917,33465961,12608686,449010,,12159676,7366988
512,2022-05-27T00:00:00,21796,819,1071,2082,33487757,12609216,448755,,12160461,7368836
513,2022-05-28T00:00:00,19441,724,1173,2154,33507198,12609669,448303,,12161366,7370775
514,2022-05-29T00:00:00,12126,762,1288,1729,33519324,12610195,447770,,12162425,7372311
515,2022-05-30T00:00:00,4588,311,549,756,33523912,12610259,447528,,12162731,7372869
516,2022-05-31T00:00:00,13576,576,758,1675,33537488,12610533,447340,,12163193,7374304
517,2022-06-01T00:00:00,16648,705,983,1888,33554136,12610935,447060,,12163875,7375939
518,2022-06-02T00:00:00,14647,563,874,1685,33568783,12611186,446742,,12164444,7377383
519,2022-06-03T00:00:00,16130,702,1101,1821,33584913,12611605,446337,,12165268,7378982
520,2022-06-04T00:00:00,13340,648,1170,1850,33598253,12611995,445810,,12166185,7380630
521,2022-06-05T00:00:00,7888,587,1115,1440,33606141,12612333,445278,,12167055,7381878
522,2022-06-06T00:00:00,3301,208,446,642,33609442,12612292,445037,,12167255,7382318
523,2022-06-07T00:00:00,11253,483,735,1379,33620695,12612475,444780,,12167695,7383453
524,2022-06-08T00:00:00,14081,672,1020,1605,33634776,12612886,444427,,12168459,7384838
525,2022-06-09T00:00:00,13410,665,935,1669,33648186,12613262,444152,,12169110,7386275
526,2022-06-10T00:00:00,13879,688,1076,1700,33662065,12613662,443755,,12169907,7387745
527,2022-06-11T00:00:00,13009,623,1035,1843,33675074,12613999,443341,,12170658,7389365
528,2022-06-12T00:00:00,8110,644,1240,1504,33683184,12614384,442741,,12171643,7390662
529,2022-06-13T00:00:00,3202,286,426,718,33686386,12614402,442596,,12171806,7391170
530,2022-06-14T00:00:00,10146,516,672,1266,33696532,12614628,442434,,12172194,7392198
531,2022-06-15T00:00:00,13530,477,836,1623,33710062,12614808,442073,,12172735,7393582
532,2022-06-16T00:00:00,12568,501,863,1611,33722630,12615002,441705,,12173297,7394946
533,2022-06-17T00:00:00,11710,484,824,1648,33734340,12615197,441358,,12173839,7396356
534,2022-06-18T00:00:00,11472,438,879,1867,33745812,12615364,440914,,12174450,7397999
535,2022-06-19T00:00:00,7014,486,901,1421,33752826,12615596,440498,,12175098,7399204
536,2022-06-20T00:00:00,2289,147,301,644,33755115,12615519,440338,,12175181,7399678
537,2022-06-21T00:00:00,9570,360,622,1395,33764685,12615592,440071,,12175521,7400825
538,2022-06-22T00:00:00,13640,412,734,1706,33778325,12615732,439742,,12175990,7402306
539,2022-06-23T00:00:00,13730,409,783,1678,33792055,12615873,439365,,12176508,7403770
540,2022-06-24T00:00:00,15388,444,816,1677,33807443,12616057,438989,,12177068,7405232
541,2022-06-25T00:00:00,14510,435,860,1719,33821953,12616230,438553,,12177677,7406741
542,2022-06-26T00:00:00,8175,434,888,1287,33830128,12616402,438092,,12178310,7407811
543,2022-06-27T00:00:00,3225,173,367,597,33833353,12616324,437894,,12178430,7408200
544,2022-06-28T00:00:00,9635,375,565,1221,33842988,12616412,437700,,12178712,7409187
545,2022-06-29T00:00:00,13347,419,736,1634,33856335,12616540,437381,,12179159,7410581
546,2022-06-30T00:00:00,12261,492,852,1581,33868596,12616747,437019,,12179728,7411928
547,2022-07-01T00:00:00,13064,553,976,1946,33881660,12617041,436591,,12180450,7413667
548,2022-07-02T00:00:00,1644,118,125,372,33883304,12616883,436582,,12180301,7413807
549,2022-07-03T00:00:00,5174,259,495,966,33888478,12616883,436337,,12180546,7414556
550,2022-07-04T00:00:00,2767,133,280,616,33891245,12616769,436189,,12180580,7414975
551,2022-07-05T00:00:00,11161,373,603,1577,33902406,12616844,435951,,12180893,7416304
552,2022-07-06T00:00:00,15983,551,863,2016,33918389,12617097,435633,,12181464,7418075
553,2022-07-07T00:00:00,15695,524,837,1934,33934084,12617332,435319,,12182013,7419756
554,2022-07-08T00:00:00,17915,560,877,2247,33951999,12617586,435001,,12182585,7421753
555,2022-07-09T00:00:00,14171,457,604,1850,33966170,12617763,434853,,12182910,7423364
556,2022-07-10T00:00:00,8765,476,759,1508,33974935,12617987,434569,,12183418,7424663
557,2022-07-11T00:00:00,4103,200,335,872,33979038,12617920,434431,,12183489,7425313
558,2022-07-12T00:00:00,12139,414,534,1660,33991177,12618035,434306,,12183729,7426719
559,2022-07-13T00:00:00,16749,570,778,2147,34007926,12618307,434092,,12184215,7428621
560,2022-07-14T00:00:00,16890,486,684,2026,34024816,12618488,433883,,12184605,7430408
561,2022-07-15T00:00:00,28920,597,830,2179,34053736,12618784,433649,,12185135,7432345
562,2022-07-16T00:00:00,30330,589,777,2340,34084066,12619059,433453,,12185606,7434432
563,2022-07-17T00:00:00,22966,541,636,1904,34107032,12619361,433355,,12186006,7436140
564,2022-07-18T00:00:00,11405,190,255,857,34118437,12619282,433285,,12185997,7436774
565,2022-07-19T00:00:00,28995,596,597,2150,34147432,12619602,433281,,12186321,7438692
566,2022-07-20T00:00:00,37678,841,930,2603,34185110,12620162,433187,,12186975,7441056
567,2022-07-21T00:00:00,36416,742,820,2816,34221526,12620615,433102,,12187513,7443630
568,2022-07-22T00:00:00,35844,827,901,2691,34257370,12621152,433021,,12188131,7446083
569,2022-07-23T00:00:00,35197,822,921,2849,34292567,12621658,432914,,12188744,7448675
570,2022-07-24T00:00:00,21774,602,812,1786,34314341,12621997,432701,,12189296,7450236
571,2022-07-25T00:00:00,11946,305,310,1083,34326287,12622016,432691,,12189325,7451087
572,2022-07-26T00:00:00,26120,620,605,2223,34352407,12622350,432705,,12189645,7453065
573,2022-07-27T00:00:00,32513,811,857,2658,34384920,12622902,432657,,12190245,7455511
574,2022-07-28T00:00:00,31562,726,887,2598,34416482,12623328,432492,,12190836,7457855
575,2022-07-29T00:00:00,30029,1792,877,2650,34446511,12624826,433403,,12191423,7460253
576,2022-07-30T00:00:00,25870,2527,755,2432,34472381,12627072,435173,,12191899,7462452
577,2022-07-31T00:00:00,14341,1070,543,1579,34486722,12627870,435696,,12192174,7463801
578,2022-08-01T00:00:00,5930,339,227,684,34492652,12627948,435806,,12192142,7464261
579,2022-08-02T00:00:00,4511,309,142,614,34497163,12627986,435969,,12192017,7464652
580,2022-08-03T00:00:00,22983,2650,747,2250,34520146,12630359,437868,,12192491,7466666
581,2022-08-04T00:00:00,22280,2486,686,2145,34542426,12632516,439662,,12192854,7468546
582,2022-08-05T00:00:00,21823,2759,751,2073,34564249,12634992,441662,,12193330,7470389
583,2022-08-06T00:00:00,19679,2877,659,2000,34583928,12637555,443874,,12193681,7472128
584,2022-08-07T00:00:00,12725,2236,623,1432,34596653,12639515,445481,,12194034,7473341
585,2022-08-08T00:00:00,4772,570,188,605,34601425,12639794,445856,,12193938,7473708
586,2022-08-09T00:00:00,14046,1470,564,1610,34615471,12640974,446756,,12194218,7475076
587,2022-08-10T00:00:00,19152,2362,725,1995,34634623,12643062,448391,,12194671,7476841
588,2022-08-11T00:00:00,17108,2042,721,1868,34651731,12644827,449710,,12195117,7478475
589,2022-08-12T00:00:00,17007,2051,741,1845,34668738,12646589,451019,,12195570,7480091
590,2022-08-13T00:00:00,15976,2227,774,1814,34684714,12648529,452470,,12196059,7481662
591,2022-08-14T00:00:00,9543,1622,621,1091,34694257,12649860,453467,,12196393,7482516
592,2022-08-15T00:00:00,3877,387,269,484,34698134,12649990,453582,,12196408,7482790
593,2022-08-16T00:00:00,10824,1076,518,1360,34708958,12650763,454138,,12196625,7483897
594,2022-08-17T00:00:00,16135,1839,741,1792,34725093,12652311,455234,,12197077,7485451
595,2022-08-18T00:00:00,14953,1644,750,1700,34740046,12653629,456124,,12197505,7486878
596,2022-08-19T00:00:00,15341,1848,754,1561,34755387,12655198,457214,,12197984,7488205
597,2022-08-20T00:00:00,14301,1643,744,1553,34769688,12656547,458107,,12198440,7489517
598,2022-08-21T00:00:00,9919,1532,665,1172,34779607,12657812,458970,,12198842,7490471
599,2022-08-22T00:00:00,4175,480,274,563,34783782,12657986,459173,,12198813,7490773
600,2022-08-23T00:00:00,11172,1252,559,1512,34794954,12658928,459862,,12199066,7492031
601,2022-08-24T00:00:00,14782,1810,874,2198,34809736,12660466,460798,,12199668,7493997
602,2022-08-25T00:00:00,14047,1720,783,2127,34823783,12661896,461728,,12200168,7495877
603,2022-08-26T00:00:00,13948,1689,819,2095,34837731,12663286,462591,,12200695,7497721
604,2022-08-27T00:00:00,12443,1489,879,2010,34850174,12664447,463195,,12201252,7499464
605,2022-08-28T00:00:00,7942,1260,624,1404,34858116,12665445,463829,,12201616,7500647
606,2022-08-29T00:00:00,3407,503,285,685,34861523,12665665,464042,,12201623,7501096
607,2022-08-30T00:00:00,9920,1168,654,1857,34871443,12666474,464550,,12201924,7502649
608,2022-08-31T00:00:00,13528,1628,947,2316,34884971,12667807,465227,,12202580,7504719
609,2022-09-01T00:00:00,12926,1723,916,2145,34897897,12669234,466029,,12203205,7506618
610,2022-09-02T00:00:00,15057,1616,995,4918,34912954,12670572,466642,,12203930,7511307
611,2022-09-03T00:00:00,14730,1528,927,5519,34927684,12671812,467240,,12204572,7516588
612,2022-09-04T00:00:00,8682,1010,679,3245,34936366,12672555,467561,,12204994,7519611
613,2022-09-05T00:00:00,3562,321,229,1389,34939928,12672607,467650,,12204957,7520775
614,2022-09-06T00:00:00,2484,159,119,1138,34942412,12672509,467687,,12204822,7521703
615,2022-09-07T00:00:00,10946,1022,593,3494,34953358,12673229,468112,,12205117,7524942
616,2022-09-08T00:00:00,10888,1023,530,2794,34964246,12673921,468602,,12205319,7527457
